Object_ID, Length, Assignment
118794-1,115,NA
118809-1,119,NA
118815-1,131,1747
118819-1,129,NA
118820-1,131,NA
118824-1,134,NA
118825-1,144,NA
118828-1,124,NA
118830-1,127,NA
118832-1,128,NA
118841-1,60,NA
118843-1,114,29388
118846-1,124,NA
118848-1,163,NA
118857-1,160,NA
118861-1,161,NA
118866-1,163,NA
118877-1,129,NA
118880-1,125,NA
118882-1,140,3037
118887-1,163,562
118910-1,133,NA
118911-1,170,NA
118916-1,155,NA
118920-1,83,NA
118922-1,130,NA
118926-1,94,NA
118931-1,124,NA
118945-1,129,NA
118946-1,135,NA
118947-1,133,NA
118951-1,159,NA
118952-1,65,NA
118957-1,121,NA
118965-1,154,NA
118979-1,119,621
118983-1,121,1747
118989-1,139,NA
118991-1,135,NA
118995-1,139,NA
118998-1,118,29388
119009-1,151,NA
119013-1,139,NA
119016-1,163,NA
119021-1,169,40324
119025-1,103,NA
119026-1,77,NA
119028-1,136,NA
119031-1,134,NA
119032-1,144,NA
119038-1,134,NA
119040-1,130,NA
119042-1,135,NA
119043-1,90,NA
119055-1,160,NA
119058-1,137,NA
119059-1,169,562
119062-1,131,NA
119064-1,112,NA
119067-1,170,1076
119072-1,143,NA
119073-1,136,NA
119079-1,135,NA
119080-1,165,NA
119083-1,111,NA
119087-1,154,562
119102-1,128,NA
119110-1,162,NA
119120-1,159,1270
119121-1,132,NA
119127-1,138,NA
119128-1,102,NA
119130-1,131,NA
119132-1,143,NA
119148-1,160,1747
119151-1,143,NA
119152-1,96,562
119156-1,68,NA
119169-1,140,NA
119176-1,127,NA
119182-1,124,NA
119183-1,128,NA
119187-1,136,562
119194-1,147,NA
119199-1,159,NA
119200-1,132,NA
119204-1,127,NA
119205-1,147,40324
119209-1,131,NA
119222-1,136,NA
119234-1,69,NA
119237-1,116,NA
119239-1,123,NA
119240-1,164,NA
119242-1,70,NA
119243-1,170,339
119248-1,149,NA
119249-1,137,NA
119251-1,141,NA
119255-1,136,1747
119259-1,111,NA
119265-1,122,NA
119271-1,139,NA
119272-1,169,NA
119273-1,142,NA
119276-1,104,NA
119277-1,138,NA
119295-1,150,NA
119296-1,73,NA
119298-1,161,562
119302-1,129,NA
119305-1,130,NA
119310-1,170,NA
119315-1,69,NA
119317-1,86,1747
119319-1,160,NA
119320-1,128,NA
119322-1,145,NA
119326-1,72,NA
119330-1,133,NA
119337-1,141,NA
119340-1,170,NA
119352-1,170,NA
119357-1,157,NA
119363-1,143,NA
119364-1,135,NA
119365-1,76,NA
119366-1,85,NA
119367-1,102,NA
119368-1,133,NA
119369-1,135,NA
119370-1,170,NA
119372-1,166,NA
119373-1,136,NA
119374-1,130,NA
119377-1,103,NA
119382-1,160,NA
119395-1,134,NA
119399-1,77,NA
119406-1,121,NA
119409-1,170,NA
119413-1,169,NA
119414-1,133,NA
119422-1,95,NA
119429-1,60,NA
119430-1,133,NA
119434-1,107,NA
119441-1,92,NA
119443-1,170,NA
119445-1,170,NA
119446-1,163,NA
119447-1,112,NA
119460-1,157,NA
119465-1,129,NA
119467-1,165,NA
119470-1,158,NA
119484-1,163,NA
119485-1,70,1282
119488-1,168,NA
119504-1,123,NA
119508-1,170,NA
119514-1,90,NA
119522-1,61,NA
119523-1,170,NA
119530-1,66,NA
119531-1,105,NA
119532-1,153,NA
119535-1,152,NA
119536-1,103,NA
119541-1,64,NA
119548-1,132,NA
119556-1,140,NA
119563-1,83,NA
119564-1,142,NA
119570-1,125,NA
119573-1,98,NA
119576-1,133,1747
119578-1,127,NA
119581-1,132,43669
119591-1,169,NA
119593-1,129,NA
119603-1,126,1270
119604-1,113,NA
119606-1,136,40324
119617-1,129,NA
119618-1,126,562
119622-1,78,NA
119626-1,135,NA
119628-1,144,NA
119631-1,154,NA
119637-1,132,564
119641-1,103,NA
119652-1,147,NA
119653-1,128,NA
119665-1,125,NA
119667-1,156,NA
119673-1,170,562
119675-1,139,NA
119679-1,161,NA
119680-1,143,NA
119682-1,62,NA
119685-1,126,NA
119692-1,162,NA
119694-1,131,NA
119696-1,104,NA
119700-1,170,NA
119701-1,112,NA
119705-1,105,NA
119708-1,170,NA
119709-1,129,NA
119719-1,123,NA
119726-1,129,NA
119728-1,158,1747
119729-1,133,NA
119731-1,71,NA
119745-1,149,NA
119748-1,125,NA
119755-1,96,NA
119764-1,133,NA
119775-1,129,NA
119783-1,120,NA
119785-1,130,NA
119790-1,155,1747
119792-1,115,562
119795-1,101,NA
119796-1,80,562
119798-1,80,NA
119799-1,87,NA
119810-1,131,NA
119811-1,164,NA
119818-1,147,NA
119819-1,104,NA
119820-1,170,562
119827-1,114,NA
119828-1,106,NA
119834-1,137,NA
119844-1,130,NA
119850-1,135,NA
119852-1,134,NA
119854-1,133,562
119856-1,99,NA
119863-1,148,NA
119864-1,88,NA
119870-1,129,NA
119874-1,170,NA
119888-1,107,NA
119895-1,125,NA
119896-1,89,NA
119897-1,88,NA
119902-1,160,NA
119909-1,170,NA
119911-1,129,NA
119914-1,138,NA
119916-1,62,NA
119918-1,132,NA
119919-1,165,NA
119923-1,149,NA
119927-1,123,NA
119935-1,110,NA
119940-1,117,303
119942-1,64,NA
119947-1,121,NA
119948-1,135,562
119950-1,81,NA
119951-1,77,NA
119955-1,170,NA
119956-1,92,NA
119958-1,128,NA
119960-1,163,NA
119962-1,148,NA
119966-1,141,NA
119968-1,125,NA
119971-1,160,NA
119978-1,105,NA
119987-1,121,NA
119990-1,156,1747
119992-1,143,NA
119993-1,140,NA
120002-1,140,NA
120015-1,148,NA
120017-1,153,NA
120027-1,135,NA
120030-1,170,NA
120037-1,167,NA
120047-1,143,NA
120048-1,166,NA
120057-1,170,1747
120065-1,81,NA
120069-1,135,NA
120071-1,99,NA
120079-1,130,NA
120080-1,122,NA
120086-1,140,NA
120091-1,93,NA
120093-1,160,NA
120097-1,60,NA
120102-1,163,1747
120105-1,143,1747
120106-1,149,28450
120107-1,155,NA
120110-1,168,NA
120111-1,170,1018
120116-1,154,NA
120123-1,144,NA
120128-1,99,NA
120132-1,133,NA
120134-1,135,NA
120141-1,73,NA
120142-1,160,60548
120149-1,119,NA
120152-1,107,NA
120153-1,147,562
120156-1,139,NA
120158-1,162,NA
120164-1,76,NA
120165-1,160,NA
120170-1,137,NA
120172-1,140,NA
120174-1,169,NA
120177-1,131,NA
120178-1,163,NA
120181-1,106,1747
120189-1,89,NA
120193-1,170,NA
120207-1,124,NA
120210-1,135,NA
120213-1,111,NA
120219-1,92,NA
120223-1,167,NA
120224-1,126,562
120230-1,148,1747
120234-1,138,NA
120237-1,111,NA
120240-1,170,NA
120244-1,136,NA
120249-1,149,NA
120251-1,84,NA
120261-1,71,NA
120264-1,131,NA
120266-1,122,NA
120269-1,157,NA
120272-1,131,NA
120283-1,162,NA
120285-1,141,NA
120287-1,137,NA
120288-1,74,13373
120292-1,154,NA
120295-1,161,NA
120298-1,126,NA
120306-1,170,NA
120319-1,72,NA
120324-1,160,NA
120326-1,160,NA
120327-1,81,NA
120331-1,125,NA
120340-1,74,NA
120353-1,83,562
120354-1,159,NA
120355-1,138,NA
120364-1,86,NA
120365-1,132,NA
120369-1,134,NA
120373-1,123,103731
120375-1,134,NA
120381-1,136,NA
120385-1,130,NA
120386-1,126,NA
120387-1,153,NA
120392-1,119,NA
120399-1,102,NA
120407-1,74,NA
120419-1,130,NA
120422-1,127,NA
120426-1,151,NA
120427-1,165,NA
120431-1,148,NA
120436-1,139,NA
120438-1,146,NA
120440-1,162,562
120441-1,93,NA
120444-1,130,NA
120446-1,128,NA
120447-1,94,NA
120448-1,84,NA
120452-1,148,NA
120453-1,123,NA
120459-1,115,NA
120460-1,163,NA
120463-1,69,NA
120473-1,137,NA
120474-1,142,NA
120483-1,114,NA
120487-1,136,NA
120489-1,115,NA
120500-1,147,NA
120505-1,119,NA
120508-1,135,NA
120510-1,163,NA
120513-1,104,NA
120518-1,122,NA
120519-1,108,NA
120530-1,66,NA
120542-1,161,NA
120545-1,133,NA
120553-1,160,NA
120558-1,132,NA
120559-1,103,NA
120561-1,129,155892
120562-1,133,562
120565-1,138,NA
120573-1,152,NA
120584-1,70,NA
120588-1,118,NA
120590-1,145,NA
120592-1,128,NA
120596-1,130,NA
120598-1,109,NA
120603-1,74,1747
120606-1,164,NA
120608-1,67,NA
120613-1,119,NA
120616-1,134,NA
120619-1,144,NA
120621-1,141,NA
120638-1,107,NA
120639-1,62,NA
120642-1,119,NA
120646-1,84,NA
120662-1,102,NA
120663-1,135,NA
120674-1,144,NA
120676-1,162,339
120682-1,157,106590
120686-1,166,NA
120691-1,149,NA
120700-1,127,NA
120704-1,85,NA
120714-1,117,NA
120723-1,145,NA
120728-1,162,NA
120730-1,123,NA
120731-1,98,NA
120734-1,129,NA
120739-1,139,NA
120744-1,155,29385
120749-1,61,NA
120753-1,130,562
120754-1,158,NA
120756-1,78,NA
120774-1,136,562
120777-1,138,NA
120779-1,117,NA
120781-1,154,NA
120783-1,138,NA
120784-1,131,NA
120791-1,132,NA
120792-1,132,562
120793-1,151,NA
120796-1,120,NA
120801-1,87,NA
120802-1,151,NA
120804-1,166,NA
120808-1,126,NA
120817-1,122,NA
120820-1,124,NA
120827-1,68,NA
120829-1,164,NA
120833-1,131,NA
120835-1,170,NA
120837-1,152,NA
120838-1,132,NA
120848-1,144,NA
120851-1,99,NA
120856-1,129,NA
120860-1,127,NA
120872-1,151,NA
120881-1,131,NA
120882-1,129,NA
120901-1,157,NA
120904-1,162,NA
120906-1,116,562
120907-1,170,NA
120908-1,69,NA
120913-1,158,562
120915-1,151,NA
120922-1,73,NA
120930-1,76,NA
120935-1,88,NA
120952-1,170,NA
120954-1,123,NA
120963-1,170,NA
120964-1,158,NA
120971-1,169,NA
120972-1,151,NA
120983-1,157,562
120984-1,136,NA
120988-1,133,NA
120989-1,97,NA
120992-1,166,NA
120993-1,99,NA
120995-1,93,NA
120997-1,105,NA
121000-1,78,NA
121001-1,65,NA
121002-1,83,NA
121012-1,129,1270
121013-1,170,NA
121014-1,124,NA
121017-1,94,NA
121025-1,96,NA
121026-1,119,NA
121027-1,130,NA
121028-1,102,NA
121030-1,135,NA
121034-1,123,1747
121036-1,152,NA
121041-1,142,NA
121047-1,109,NA
121049-1,132,NA
121054-1,160,NA
121063-1,146,NA
121064-1,143,NA
121067-1,142,NA
121077-1,138,NA
121078-1,141,NA
121079-1,125,NA
121086-1,122,NA
121093-1,154,NA
121097-1,157,NA
121098-1,170,NA
121100-1,166,NA
121102-1,146,NA
121108-1,107,NA
121109-1,153,NA
121113-1,124,NA
121114-1,137,NA
121122-1,141,721785
121123-1,141,NA
121124-1,132,NA
121127-1,139,NA
121131-1,168,562
121133-1,127,NA
121135-1,133,NA
121137-1,71,NA
121139-1,141,NA
121149-1,126,NA
121154-1,131,NA
121159-1,80,NA
121166-1,87,NA
121168-1,114,NA
121178-1,104,NA
121179-1,155,NA
121197-1,124,NA
121200-1,137,NA
121203-1,133,NA
121206-1,163,NA
121207-1,170,NA
121208-1,117,NA
121210-1,149,192843
121213-1,114,NA
121218-1,126,NA
121220-1,92,NA
121223-1,63,562
121234-1,78,NA
121236-1,169,200451
121238-1,113,1747
121249-1,125,NA
121252-1,155,NA
121253-1,129,NA
121259-1,83,NA
121268-1,130,NA
121270-1,79,NA
121271-1,133,NA
121272-1,161,NA
121276-1,127,NA
121278-1,128,NA
121281-1,130,1282
121282-1,132,NA
121286-1,125,NA
121287-1,158,NA
121288-1,61,NA
121295-1,133,339
121299-1,142,NA
121306-1,169,NA
121308-1,122,NA
121310-1,158,NA
121313-1,163,NA
121314-1,145,NA
121321-1,158,562
121322-1,120,NA
121324-1,124,NA
121327-1,147,NA
121330-1,142,NA
121336-1,121,NA
121340-1,161,NA
121353-1,135,NA
121354-1,128,NA
121358-1,136,NA
121366-1,71,NA
121376-1,131,184917
121377-1,136,NA
121379-1,80,NA
121380-1,141,NA
121393-1,140,NA
121394-1,160,NA
121399-1,141,NA
121404-1,96,87883
121408-1,124,1747
121409-1,135,NA
121415-1,141,NA
121418-1,112,NA
121423-1,131,NA
121426-1,142,NA
121429-1,170,NA
121439-1,150,NA
121443-1,116,562
121444-1,170,1747
121447-1,153,NA
121448-1,80,NA
121450-1,76,NA
121451-1,131,NA
121456-1,129,NA
121459-1,132,NA
121460-1,151,NA
121461-1,102,NA
121462-1,131,NA
121475-1,132,1308
121479-1,152,NA
121480-1,126,NA
121483-1,91,NA
121490-1,141,NA
121504-1,65,1747
121517-1,85,NA
121521-1,132,1747
121525-1,128,NA
121526-1,170,NA
121538-1,116,1747
121540-1,123,NA
121544-1,152,NA
121545-1,135,NA
121555-1,139,NA
121566-1,170,NA
121568-1,164,NA
121574-1,170,NA
121579-1,170,NA
121587-1,167,NA
121592-1,160,NA
121599-1,159,NA
121607-1,170,NA
121608-1,141,NA
121609-1,123,562
121613-1,157,NA
121614-1,166,NA
121620-1,135,NA
121621-1,127,NA
121623-1,84,NA
121624-1,141,NA
121632-1,167,NA
121637-1,129,NA
121639-1,71,NA
121649-1,166,NA
121651-1,133,NA
121653-1,154,NA
121654-1,135,NA
121662-1,127,NA
121664-1,132,NA
121665-1,136,NA
121669-1,129,NA
121673-1,149,NA
121678-1,164,562
121686-1,127,NA
121688-1,145,NA
121692-1,158,NA
121693-1,156,562
121699-1,71,NA
121702-1,151,NA
121710-1,152,NA
121716-1,113,NA
121720-1,128,487
121725-1,159,NA
121735-1,131,NA
121736-1,131,562
121745-1,159,34029
121746-1,106,562
121762-1,123,1747
121763-1,170,NA
121766-1,128,NA
121768-1,126,NA
121769-1,103,NA
121770-1,159,NA
121771-1,166,NA
121773-1,152,NA
121783-1,137,1747
121793-1,122,NA
121796-1,76,NA
121797-1,170,NA
121798-1,141,NA
121800-1,100,NA
121801-1,62,NA
121802-1,122,NA
121804-1,92,NA
121808-1,142,562
121814-1,93,NA
121822-1,127,NA
121824-1,159,NA
121825-1,139,NA
121826-1,132,NA
121828-1,144,NA
121832-1,156,562
121835-1,162,NA
121852-1,127,NA
121854-1,127,NA
121856-1,141,NA
121857-1,131,NA
121859-1,125,NA
121860-1,166,NA
121861-1,160,NA
121876-1,97,NA
121884-1,130,NA
121889-1,92,NA
121890-1,86,NA
121893-1,141,NA
121900-1,132,NA
121904-1,151,NA
121906-1,165,NA
121931-1,113,NA
121932-1,127,NA
121942-1,123,NA
121944-1,147,NA
121951-1,91,NA
121958-1,101,NA
121967-1,165,NA
121972-1,114,NA
121975-1,113,NA
121976-1,158,NA
121978-1,169,NA
121991-1,82,NA
121992-1,116,NA
121997-1,96,NA
122000-1,132,NA
122001-1,68,NA
122004-1,158,NA
122010-1,167,NA
122016-1,112,NA
122020-1,123,NA
122023-1,117,NA
122030-1,129,NA
122040-1,144,562
122054-1,137,1747
122060-1,170,NA
122064-1,108,NA
122065-1,152,NA
122089-1,158,NA
122101-1,135,NA
122109-1,151,NA
122126-1,117,NA
122133-1,61,NA
122139-1,105,NA
122142-1,155,562
122148-1,141,294
122152-1,157,NA
122155-1,127,NA
122165-1,150,721785
122168-1,165,NA
122179-1,139,NA
122183-1,170,562
122184-1,101,NA
122185-1,109,NA
122194-1,135,NA
122196-1,126,NA
122207-1,130,NA
122210-1,167,29388
122211-1,153,NA
122213-1,131,NA
122217-1,134,NA
122218-1,138,NA
122220-1,161,NA
122221-1,84,NA
122222-1,149,200451
122227-1,126,NA
122236-1,86,NA
122237-1,160,NA
122239-1,119,NA
122243-1,113,NA
122252-1,166,NA
122254-1,162,NA
122262-1,126,NA
122265-1,150,NA
122267-1,97,NA
122268-1,143,NA
122275-1,148,562
122278-1,170,NA
122281-1,127,NA
122284-1,93,NA
122286-1,67,562
122287-1,133,NA
122288-1,134,NA
122290-1,169,NA
122291-1,147,NA
122293-1,145,NA
122294-1,104,NA
122295-1,151,NA
122296-1,124,NA
122297-1,73,NA
122299-1,74,NA
122305-1,74,NA
122308-1,170,NA
122314-1,137,NA
122325-1,162,NA
122329-1,94,NA
122335-1,104,NA
122337-1,131,NA
122338-1,155,NA
122342-1,160,562
122343-1,165,NA
122347-1,162,NA
122361-1,169,339
122362-1,70,NA
122364-1,165,1747
122372-1,152,NA
122373-1,138,NA
122376-1,84,NA
122381-1,90,NA
122384-1,170,NA
122387-1,153,305
122388-1,83,NA
122392-1,144,NA
122394-1,137,NA
122404-1,168,1747
122405-1,167,NA
122413-1,136,NA
122415-1,124,NA
122427-1,85,NA
122431-1,145,NA
122433-1,170,NA
122435-1,167,1747
122447-1,154,NA
122451-1,162,NA
122457-1,111,562
122459-1,123,1747
122463-1,92,NA
122466-1,134,NA
122467-1,126,NA
122479-1,122,38304
122481-1,158,NA
122485-1,170,NA
122489-1,80,NA
122492-1,170,NA
122495-1,135,NA
122497-1,138,NA
122514-1,127,NA
122523-1,148,NA
122528-1,160,NA
122529-1,131,NA
122536-1,85,NA
122541-1,164,562
122554-1,122,NA
122564-1,99,1747
122566-1,170,NA
122569-1,125,NA
122571-1,98,NA
122573-1,73,NA
122579-1,103,NA
122581-1,117,562
122582-1,130,NA
122585-1,168,NA
122594-1,127,NA
122602-1,150,NA
122604-1,124,NA
122610-1,100,NA
122611-1,139,NA
122616-1,168,NA
122617-1,127,NA
122620-1,60,NA
122625-1,104,NA
122626-1,134,NA
122628-1,113,NA
122632-1,127,NA
122633-1,157,NA
122640-1,68,NA
122643-1,82,702113
122644-1,100,NA
122649-1,102,NA
122652-1,170,NA
122657-1,145,NA
122664-1,88,NA
122666-1,97,NA
122667-1,161,NA
122669-1,109,NA
122670-1,152,562
122675-1,114,NA
122677-1,117,NA
122678-1,100,1747
122680-1,75,NA
122687-1,137,NA
122691-1,170,NA
122692-1,84,NA
122693-1,114,NA
122699-1,133,NA
122700-1,136,NA
122701-1,170,NA
122707-1,76,NA
122721-1,85,NA
122723-1,64,562
122730-1,64,NA
122735-1,106,NA
122740-1,148,NA
122742-1,100,NA
122749-1,145,1747
122753-1,141,NA
122757-1,122,NA
122759-1,165,NA
122766-1,128,NA
122771-1,128,NA
122784-1,94,NA
122787-1,156,NA
122791-1,105,NA
122792-1,122,NA
122794-1,90,NA
122798-1,154,NA
122804-1,146,NA
122806-1,69,NA
122808-1,170,NA
122811-1,143,NA
122813-1,84,NA
122818-1,136,NA
122828-1,170,NA
122829-1,131,NA
122831-1,132,1747
122833-1,85,NA
122836-1,83,NA
122841-1,145,NA
122843-1,137,NA
122849-1,129,NA
122850-1,121,NA
122862-1,83,NA
122865-1,95,NA
122869-1,132,NA
122871-1,101,NA
122890-1,132,571
122896-1,157,NA
122897-1,106,NA
122898-1,133,NA
122903-1,130,1747
122906-1,136,NA
122909-1,81,NA
122918-1,138,NA
122919-1,89,NA
122923-1,129,NA
122925-1,70,NA
122929-1,163,NA
122930-1,124,NA
122932-1,125,1747
122935-1,167,1318
122936-1,135,NA
122940-1,170,NA
122941-1,136,NA
122944-1,144,NA
122945-1,163,NA
122946-1,141,NA
122947-1,130,562
122954-1,132,NA
122956-1,76,NA
122958-1,168,NA
122960-1,170,NA
122961-1,130,NA
122966-1,131,NA
122967-1,105,28901
122971-1,126,288000
122972-1,70,NA
122973-1,129,NA
122974-1,105,NA
122976-1,132,NA
122979-1,148,NA
122981-1,152,NA
122983-1,92,NA
122985-1,157,NA
122989-1,170,NA
122990-1,103,NA
122998-1,91,NA
123001-1,137,NA
123005-1,93,NA
123009-1,127,NA
123010-1,136,NA
123018-1,137,NA
123022-1,145,NA
123024-1,108,NA
123025-1,150,NA
123026-1,153,NA
123033-1,138,NA
123038-1,89,NA
123039-1,128,NA
123042-1,164,NA
123043-1,147,NA
123045-1,116,NA
123046-1,127,1747
123052-1,130,NA
123053-1,93,NA
123058-1,126,NA
123061-1,134,NA
123065-1,130,NA
123066-1,130,NA
123067-1,145,NA
123075-1,132,NA
123089-1,141,NA
123090-1,94,NA
123092-1,162,NA
123093-1,138,1747
123101-1,139,NA
123107-1,118,562
123109-1,136,1747
123110-1,107,NA
123117-1,95,NA
123119-1,134,NA
123121-1,85,NA
123123-1,109,NA
123131-1,123,196162
123137-1,141,NA
123148-1,124,NA
123151-1,160,NA
123157-1,119,NA
123162-1,136,NA
123164-1,77,NA
123168-1,70,NA
123169-1,62,NA
123172-1,120,NA
123177-1,155,562
123185-1,124,NA
123190-1,168,1747
123193-1,133,NA
123196-1,132,NA
123197-1,142,NA
123206-1,147,562
123210-1,135,NA
123217-1,170,NA
123225-1,100,NA
123227-1,130,NA
123239-1,102,NA
123243-1,88,NA
123253-1,136,105560
123257-1,111,NA
123258-1,162,NA
123261-1,115,NA
123262-1,144,29385
123264-1,167,NA
123267-1,128,NA
123269-1,132,NA
123271-1,149,NA
123277-1,163,NA
123278-1,170,NA
123290-1,101,NA
123291-1,133,NA
123295-1,170,NA
123304-1,136,NA
123314-1,112,NA
123316-1,158,NA
123322-1,122,NA
123324-1,106,NA
123336-1,160,NA
123337-1,164,105560
123347-1,157,NA
123351-1,103,NA
123355-1,142,NA
123362-1,104,NA
123364-1,170,158080
123371-1,130,NA
123380-1,70,NA
123383-1,134,NA
123384-1,125,NA
123395-1,108,NA
123396-1,121,NA
123400-1,119,NA
123411-1,78,NA
123416-1,106,NA
123418-1,126,NA
123423-1,170,1773
123430-1,132,NA
123431-1,99,NA
123440-1,150,NA
123451-1,140,470
123458-1,170,1302
123459-1,151,NA
123462-1,145,NA
123466-1,114,NA
123476-1,161,NA
123477-1,120,NA
123499-1,126,NA
123502-1,102,NA
123506-1,84,NA
123511-1,90,NA
123516-1,61,NA
123519-1,65,NA
123522-1,115,1747
123524-1,120,NA
123528-1,122,NA
123529-1,71,NA
123530-1,115,NA
123535-1,170,NA
123538-1,125,NA
123541-1,148,NA
123547-1,166,NA
123548-1,151,NA
123553-1,152,NA
123556-1,103,NA
123563-1,158,NA
123577-1,145,NA
123585-1,153,NA
123586-1,152,NA
123590-1,146,NA
123593-1,170,1747
123595-1,112,NA
123597-1,141,NA
123599-1,75,NA
123601-1,143,NA
123605-1,164,562
123606-1,149,NA
123611-1,127,NA
123613-1,115,NA
123614-1,139,NA
123619-1,130,NA
123622-1,153,NA
123623-1,128,1747
123626-1,134,NA
123627-1,93,NA
123632-1,170,NA
123633-1,131,NA
123634-1,151,NA
123640-1,81,NA
123643-1,158,NA
123650-1,134,NA
123651-1,103,NA
123659-1,167,NA
123663-1,118,1747
123669-1,153,28901
123670-1,147,NA
123671-1,143,NA
123677-1,108,NA
123680-1,165,303
123681-1,170,NA
123684-1,61,NA
123689-1,159,NA
123691-1,145,NA
123698-1,170,NA
123725-1,108,NA
123729-1,102,NA
123731-1,163,NA
123733-1,109,NA
123744-1,153,NA
123750-1,150,NA
123755-1,137,562
123769-1,132,NA
123773-1,164,NA
123775-1,132,562
123776-1,98,NA
123785-1,109,NA
123786-1,147,NA
123790-1,144,NA
123791-1,85,NA
123800-1,113,NA
123801-1,161,NA
123804-1,145,NA
123816-1,135,NA
123827-1,131,NA
123831-1,157,NA
123841-1,153,NA
123843-1,139,1282
123853-1,109,NA
123859-1,98,NA
123860-1,94,NA
123861-1,166,NA
123862-1,162,NA
123865-1,145,NA
123882-1,146,NA
123893-1,139,NA
123896-1,64,NA
123897-1,60,NA
123903-1,125,NA
123904-1,164,NA
123911-1,137,NA
123920-1,82,NA
123926-1,125,NA
123929-1,119,NA
123930-1,138,NA
123933-1,150,NA
123934-1,130,NA
123935-1,130,NA
123948-1,84,1747
123955-1,148,1747
123956-1,133,NA
123960-1,95,NA
123963-1,131,NA
123966-1,150,NA
123971-1,155,1747
123972-1,170,562
123976-1,154,NA
123980-1,138,585543
123982-1,62,NA
123985-1,120,NA
123988-1,156,NA
123990-1,157,NA
123998-1,112,NA
123999-1,67,NA
124006-1,139,NA
124016-1,60,NA
124019-1,131,NA
124021-1,170,NA
124023-1,113,NA
124024-1,144,NA
124026-1,163,NA
124031-1,155,NA
124033-1,132,NA
124043-1,170,NA
124044-1,97,NA
124052-1,110,NA
124053-1,169,562
124058-1,72,NA
124060-1,68,NA
124062-1,161,NA
124063-1,158,NA
124066-1,122,562
124071-1,131,NA
124074-1,110,NA
124080-1,167,NA
124083-1,145,NA
124084-1,67,NA
124086-1,131,NA
124091-1,141,NA
124093-1,127,NA
124094-1,119,316
124098-1,130,NA
124100-1,68,NA
124102-1,81,NA
124103-1,169,NA
124111-1,69,NA
124113-1,143,NA
124114-1,103,NA
124116-1,60,NA
124117-1,159,NA
124118-1,128,13373
124120-1,134,NA
124122-1,138,NA
124123-1,136,NA
124124-1,167,623
124126-1,102,NA
124130-1,170,NA
124135-1,133,NA
124136-1,170,NA
124145-1,75,NA
124146-1,130,NA
124149-1,128,NA
124152-1,113,NA
124154-1,91,416344
124165-1,138,NA
124166-1,170,NA
124184-1,134,1747
124186-1,130,NA
124195-1,90,NA
124198-1,141,1747
124199-1,145,NA
124203-1,106,NA
124210-1,99,NA
124215-1,163,NA
124223-1,165,NA
124231-1,138,NA
124232-1,139,NA
124234-1,126,NA
124240-1,131,NA
124241-1,113,NA
124245-1,164,NA
124248-1,147,NA
124250-1,150,NA
124255-1,148,NA
124257-1,63,562
124258-1,136,NA
124259-1,157,NA
124274-1,159,NA
124276-1,155,NA
124279-1,132,NA
124289-1,132,NA
124292-1,152,NA
124294-1,131,NA
124295-1,91,NA
124297-1,102,NA
124302-1,133,1747
124304-1,145,386414
124309-1,82,NA
124312-1,83,NA
124319-1,95,NA
124321-1,133,NA
124324-1,136,NA
124327-1,150,NA
124328-1,134,NA
124335-1,86,NA
124336-1,106,29385
124337-1,161,NA
124338-1,152,NA
124341-1,120,562
124342-1,153,NA
124344-1,140,NA
124351-1,146,NA
124354-1,90,NA
124358-1,155,NA
124359-1,150,NA
124363-1,137,NA
124365-1,170,339
124369-1,146,NA
124384-1,136,NA
124388-1,153,NA
124391-1,165,NA
124397-1,155,NA
124401-1,98,NA
124408-1,159,1747
124419-1,163,NA
124421-1,66,NA
124435-1,93,NA
124439-1,135,NA
124447-1,74,NA
124448-1,127,NA
124455-1,151,NA
124457-1,89,NA
124458-1,166,NA
124461-1,111,NA
124466-1,129,NA
124471-1,136,NA
124472-1,79,NA
124482-1,62,NA
124483-1,63,NA
124484-1,130,NA
124494-1,131,NA
124501-1,85,NA
124503-1,142,562
124505-1,106,NA
124507-1,154,NA
124508-1,111,NA
124509-1,144,158080
124510-1,110,NA
124513-1,81,NA
124516-1,85,NA
124517-1,145,NA
124523-1,161,NA
124525-1,136,NA
124536-1,105,NA
124537-1,156,1747
124538-1,134,NA
124547-1,166,40214
124565-1,165,NA
124582-1,134,NA
124585-1,151,NA
124589-1,154,NA
124593-1,142,NA
124598-1,162,NA
124602-1,105,NA
124609-1,64,NA
124612-1,122,NA
124615-1,81,NA
124617-1,121,29488
124618-1,143,NA
124630-1,134,NA
124634-1,131,NA
124635-1,95,NA
124637-1,164,NA
124639-1,168,NA
124640-1,152,1747
124642-1,78,NA
124645-1,154,NA
124647-1,86,NA
124657-1,91,NA
124664-1,65,NA
124666-1,121,NA
124667-1,98,NA
124669-1,88,NA
124670-1,107,NA
124673-1,170,NA
124674-1,130,NA
124676-1,73,NA
124681-1,170,562
124682-1,143,NA
124683-1,158,NA
124694-1,122,NA
124697-1,135,NA
124707-1,132,571
124708-1,110,NA
124724-1,129,1747
124725-1,153,NA
124738-1,170,NA
124743-1,164,NA
124748-1,93,NA
124751-1,68,NA
124754-1,129,NA
124758-1,165,NA
124759-1,166,NA
124761-1,132,NA
124764-1,137,NA
124767-1,153,NA
124769-1,120,NA
124775-1,84,NA
124787-1,97,NA
124790-1,139,NA
124792-1,132,1747
124793-1,120,NA
124799-1,145,NA
124805-1,90,562
124806-1,158,NA
124807-1,154,NA
124812-1,140,NA
124813-1,98,NA
